county,fips,candidate,state,votes
Bowman County,38011,Donald Trump,ND,1446
Bowman County,38011,Hillary Clinton,ND,227
Bowman County,38011,Gary Johnson,ND,79
Bowman County,38011,Jill Stein,ND,13
Bowman County,38011,Darrell Castle,ND,4
Bowman County,38011,Rocky De La Fuente,ND,2
Haskell County,48207,Donald Trump,TX,1403
Haskell County,48207,Hillary Clinton,TX,314
Haskell County,48207,Gary Johnson,TX,42
Haskell County,48207,Jill Stein,TX,6
Owsley County,21189,Donald Trump,KY,1474
Owsley County,21189,Hillary Clinton,KY,256
Owsley County,21189,Gary Johnson,KY,24
Owsley County,21189,Evan McMullin,KY,3
Owsley County,21189,Rocky De La Fuente,KY,2
Owsley County,21189,Jill Stein,KY,0
Roger Mills County,40129,Donald Trump,OK,1547
Roger Mills County,40129,Hillary Clinton,OK,151
Roger Mills County,40129,Gary Johnson,OK,61
Martin County,48317,Donald Trump,TX,1455
Martin County,48317,Hillary Clinton,TX,266
Martin County,48317,Gary Johnson,TX,31
Martin County,48317,Jill Stein,TX,5
Lincoln County,16063,Donald Trump,ID,1184
Lincoln County,16063,Hillary Clinton,ID,360
Lincoln County,16063,Evan McMullin,ID,102
Lincoln County,16063,Gary Johnson,ID,54
Lincoln County,16063,Darrell Castle,ID,18
Lincoln County,16063,Jill Stein,ID,18
Lincoln County,16063,Scott Copeland,ID,6
Lincoln County,16063,Rocky De La Fuente,ID,6
Mercer County,29129,Donald Trump,MO,1486
Mercer County,29129,Hillary Clinton,MO,216
Mercer County,29129,Gary Johnson,MO,27
Mercer County,29129,Darrell Castle,MO,8
Mercer County,29129,Jill Stein,MO,2
Tyrrell County,37177,Donald Trump,NC,975
Tyrrell County,37177,Hillary Clinton,NC,720
Tyrrell County,37177,Gary Johnson,NC,28
Fisher County,48151,Donald Trump,TX,1265
Fisher County,48151,Hillary Clinton,TX,403
Fisher County,48151,Gary Johnson,TX,44
Fisher County,48151,Jill Stein,TX,10
Crosby County,48107,Donald Trump,TX,1181
Crosby County,48107,Hillary Clinton,TX,468
Crosby County,48107,Gary Johnson,TX,60
Crosby County,48107,Jill Stein,TX,5
Dewey County,46041,Hillary Clinton,SD,888
Dewey County,46041,Donald Trump,SD,723
Dewey County,46041,Gary Johnson,SD,71
Dewey County,46041,Darrell Castle,SD,26
Meade County,20119,Donald Trump,KS,1415
Meade County,20119,Hillary Clinton,KS,210
Meade County,20119,Gary Johnson,KS,62
Meade County,20119,Jill Stein,KS,18
Foster County,38031,Donald Trump,ND,1241
Foster County,38031,Hillary Clinton,ND,347
Foster County,38031,Gary Johnson,ND,96
Foster County,38031,Jill Stein,ND,10
Foster County,38031,Darrell Castle,ND,9
Foster County,38031,Rocky De La Fuente,ND,1
Union County,35059,Donald Trump,NM,1216
Union County,35059,Hillary Clinton,NM,320
Union County,35059,Gary Johnson,NM,134
Union County,35059,Jill Stein,NM,13
Union County,35059,Evan McMullin,NM,9
Union County,35059,Darrell Castle,NM,7
Union County,35059,Rocky De La Fuente,NM,2
Union County,35059,Gloria La Riva,NM,1
Webster County,31181,Donald Trump,NE,1330
Webster County,31181,Hillary Clinton,NE,306
Webster County,31181,Gary Johnson,NE,51
Webster County,31181,Jill Stein,NE,10
Nelson County,38063,Donald Trump,ND,1025
Nelson County,38063,Hillary Clinton,ND,536
Nelson County,38063,Gary Johnson,ND,114
Nelson County,38063,Jill Stein,ND,11
Nelson County,38063,Darrell Castle,ND,9
Nelson County,38063,Rocky De La Fuente,ND,0
Hemphill County,48211,Donald Trump,TX,1462
Hemphill County,48211,Hillary Clinton,TX,181
Hemphill County,48211,Gary Johnson,TX,44
Hemphill County,48211,Jill Stein,TX,2
Real County,48385,Donald Trump,TX,1382
Real County,48385,Hillary Clinton,TX,262
Real County,48385,Gary Johnson,TX,28
Real County,48385,Jill Stein,TX,6
Franklin County,31061,Donald Trump,NE,1347
Franklin County,31061,Hillary Clinton,NE,250
Franklin County,31061,Gary Johnson,NE,54
Franklin County,31061,Jill Stein,NE,7
Clark County,46025,Donald Trump,SD,1139
Clark County,46025,Hillary Clinton,SD,398
Clark County,46025,Gary Johnson,SD,103
Clark County,46025,Darrell Castle,SD,17
Kimball County,31105,Donald Trump,NE,1330
Kimball County,31105,Hillary Clinton,NE,230
Kimball County,31105,Gary Johnson,NE,78
Kimball County,31105,Jill Stein,NE,18
Perkins County,46105,Donald Trump,SD,1333
Perkins County,46105,Hillary Clinton,SD,188
Perkins County,46105,Gary Johnson,SD,70
Perkins County,46105,Darrell Castle,SD,15
Douglas County,46043,Donald Trump,SD,1338
Douglas County,46043,Hillary Clinton,SD,214
Douglas County,46043,Gary Johnson,SD,41
Douglas County,46043,Darrell Castle,SD,12
Nance County,31125,Donald Trump,NE,1261
Nance County,31125,Hillary Clinton,NE,281
Nance County,31125,Gary Johnson,NE,48
Nance County,31125,Jill Stein,NE,14
Lewis County,16061,Donald Trump,ID,1202
Lewis County,16061,Hillary Clinton,ID,270
Lewis County,16061,Gary Johnson,ID,62
Lewis County,16061,Darrell Castle,ID,18
Lewis County,16061,Evan McMullin,ID,17
Lewis County,16061,Jill Stein,ID,13
Lewis County,16061,Scott Copeland,ID,6
Lewis County,16061,Rocky De La Fuente,ID,2
Brown County,31017,Donald Trump,NE,1385
Brown County,31017,Hillary Clinton,NE,153
Brown County,31017,Gary Johnson,NE,39
Brown County,31017,Jill Stein,NE,7
Stanley County,46117,Donald Trump,SD,1148
Stanley County,46117,Hillary Clinton,SD,329
Stanley County,46117,Gary Johnson,SD,77
Stanley County,46117,Darrell Castle,SD,13
Sherman County,31163,Donald Trump,NE,1150
Sherman County,31163,Hillary Clinton,NE,340
Sherman County,31163,Gary Johnson,NE,59
Sherman County,31163,Jill Stein,NE,13
Dallam County,48111,Donald Trump,TX,1261
Dallam County,48111,Hillary Clinton,TX,222
Dallam County,48111,Gary Johnson,TX,46
Dallam County,48111,Jill Stein,TX,9
Crowley County,8025,Donald Trump,CO,1079
Crowley County,8025,Hillary Clinton,CO,339
Crowley County,8025,Gary Johnson,CO,63
Crowley County,8025,Darrell Castle,CO,12
Crowley County,8025,Jill Stein,CO,11
Crowley County,8025,Evan McMullin,CO,7
Crowley County,8025,Chris Keniston,CO,5
Crowley County,8025,Mike Smith,CO,3
Crowley County,8025,Kyle Kopitke,CO,2
Crowley County,8025,Joseph Maldonado,CO,2
Crowley County,8025,Frank Atwood,CO,1
Crowley County,8025,Michael Maturen,CO,1
Crowley County,8025,Ryan Scott,CO,1
Crowley County,8025,Rod Silva,CO,1
Crowley County,8025,Rocky De La Fuente,CO,0
Crowley County,8025,Jim Hedges,CO,0
Crowley County,8025,Tom Hoefling,CO,0
Crowley County,8025,Alyson Kennedy,CO,0
Crowley County,8025,Laurence Kotlikoff,CO,0
Crowley County,8025,Gloria La Riva,CO,0
Crowley County,8025,Bradford Lyttle,CO,0
Crowley County,8025,Emidio Soltysik,CO,0
Hardeman County,48197,Donald Trump,TX,1207
Hardeman County,48197,Hillary Clinton,TX,249
Hardeman County,48197,Gary Johnson,TX,48
Hardeman County,48197,Jill Stein,TX,7
Rush County,20165,Donald Trump,KS,1197
Rush County,20165,Hillary Clinton,KS,233
Rush County,20165,Gary Johnson,KS,55
Rush County,20165,Jill Stein,KS,18
Shackelford County,48417,Donald Trump,TX,1378
Shackelford County,48417,Hillary Clinton,TX,103
Shackelford County,48417,Gary Johnson,TX,21
Shackelford County,48417,Jill Stein,TX,0
Harper County,40059,Donald Trump,OK,1318
Harper County,40059,Hillary Clinton,OK,134
Harper County,40059,Gary Johnson,OK,47
Jewell County,20089,Donald Trump,KS,1223
Jewell County,20089,Hillary Clinton,KS,180
Jewell County,20089,Gary Johnson,KS,48
Jewell County,20089,Jill Stein,KS,41
Baylor County,48023,Donald Trump,TX,1267
Baylor County,48023,Hillary Clinton,TX,191
Baylor County,48023,Gary Johnson,TX,31
Baylor County,48023,Jill Stein,TX,3
Fallon County,30025,Donald Trump,MT,1279
Fallon County,30025,Hillary Clinton,MT,154
Fallon County,30025,Gary Johnson,MT,45
Fallon County,30025,Jill Stein,MT,4
Fallon County,30025,Rocky De La Fuente,MT,2
Garza County,48169,Donald Trump,TX,1225
Garza County,48169,Hillary Clinton,TX,230
Garza County,48169,Gary Johnson,TX,21
Garza County,48169,Jill Stein,TX,7
Trego County,20195,Donald Trump,KS,1227
Trego County,20195,Hillary Clinton,KS,198
Trego County,20195,Gary Johnson,KS,40
Trego County,20195,Jill Stein,KS,17
Chautauqua County,20019,Donald Trump,KS,1236
Chautauqua County,20019,Hillary Clinton,KS,197
Chautauqua County,20019,Gary Johnson,KS,25
Chautauqua County,20019,Jill Stein,KS,23
Lincoln County,20105,Donald Trump,KS,1179
Lincoln County,20105,Hillary Clinton,KS,215
Lincoln County,20105,Gary Johnson,KS,41
Lincoln County,20105,Jill Stein,KS,29
Rawlins County,20153,Donald Trump,KS,1220
Rawlins County,20153,Hillary Clinton,KS,163
Rawlins County,20153,Gary Johnson,KS,55
Rawlins County,20153,Jill Stein,KS,26
Hitchcock County,31087,Donald Trump,NE,1232
Hitchcock County,31087,Hillary Clinton,NE,161
Hitchcock County,31087,Gary Johnson,NE,61
Hitchcock County,31087,Jill Stein,NE,7
Donley County,48129,Donald Trump,TX,1225
Donley County,48129,Hillary Clinton,TX,191
Donley County,48129,Gary Johnson,TX,40
Donley County,48129,Jill Stein,TX,5
Norton city,51720,Donald Trump,VA,1021
Norton city,51720,Hillary Clinton,VA,383
Norton city,51720,Gary Johnson,VA,24
Norton city,51720,Evan McMullin,VA,22
Norton city,51720,Jill Stein,VA,6
Ness County,20135,Donald Trump,KS,1228
Ness County,20135,Hillary Clinton,KS,162
Ness County,20135,Gary Johnson,KS,42
Ness County,20135,Jill Stein,KS,21
Decatur County,20039,Donald Trump,KS,1210
Decatur County,20039,Hillary Clinton,KS,178
Decatur County,20039,Gary Johnson,KS,42
Decatur County,20039,Jill Stein,KS,20
Woodson County,20207,Donald Trump,KS,1082
Woodson County,20207,Hillary Clinton,KS,273
Woodson County,20207,Gary Johnson,KS,64
Woodson County,20207,Jill Stein,KS,24
Baker County,13007,Donald Trump,GA,775
Baker County,13007,Hillary Clinton,GA,650
Baker County,13007,Gary Johnson,GA,15
Perkins County,31135,Donald Trump,NE,1217
Perkins County,31135,Hillary Clinton,NE,161
Perkins County,31135,Gary Johnson,NE,54
Perkins County,31135,Jill Stein,NE,5
McIntosh County,38051,Donald Trump,ND,1100
McIntosh County,38051,Hillary Clinton,ND,235
McIntosh County,38051,Gary Johnson,ND,71
McIntosh County,38051,Darrell Castle,ND,12
McIntosh County,38051,Jill Stein,ND,10
McIntosh County,38051,Rocky De La Fuente,ND,2
Keweenaw County,26083,Donald Trump,MI,814
Keweenaw County,26083,Hillary Clinton,MI,527
Keweenaw County,26083,Gary Johnson,MI,62
Keweenaw County,26083,Jill Stein,MI,20
Keweenaw County,26083,Darrell Castle,MI,5
Keweenaw County,26083,Emidio Soltysik,MI,1
Kinney County,48271,Donald Trump,TX,936
Kinney County,48271,Hillary Clinton,TX,458
Kinney County,48271,Gary Johnson,TX,25
Kinney County,48271,Jill Stein,TX,6
Coke County,48081,Donald Trump,TX,1265
Coke County,48081,Hillary Clinton,TX,140
Coke County,48081,Gary Johnson,TX,16
Coke County,48081,Jill Stein,TX,2
Lyman County,46085,Donald Trump,SD,977
Lyman County,46085,Hillary Clinton,SD,369
Lyman County,46085,Gary Johnson,SD,56
Lyman County,46085,Darrell Castle,SD,19
Wayne County,49055,Donald Trump,UT,966
Wayne County,49055,Hillary Clinton,UT,271
Wayne County,49055,Evan McMullin,UT,135
Wayne County,49055,Gary Johnson,UT,18
Wayne County,49055,Darrell Castle,UT,14
Wayne County,49055,Jill Stein,UT,12
Wayne County,49055,Rocky Giordani,UT,3
Wayne County,49055,Rocky De La Fuente,UT,1
Wayne County,49055,Alyson Kennedy,UT,1
Wayne County,49055,Monica Moorehead,UT,0
Sutton County,48435,Donald Trump,TX,1075
Sutton County,48435,Hillary Clinton,TX,313
Sutton County,48435,Gary Johnson,TX,22
Sutton County,48435,Jill Stein,TX,5
Aurora County,46003,Donald Trump,SD,974
Aurora County,46003,Hillary Clinton,SD,340
Aurora County,46003,Gary Johnson,SD,74
Aurora County,46003,Darrell Castle,SD,19
Cheyenne County,20023,Donald Trump,KS,1173
Cheyenne County,20023,Hillary Clinton,KS,181
Cheyenne County,20023,Gary Johnson,KS,29
Cheyenne County,20023,Jill Stein,KS,20
Crockett County,48105,Donald Trump,TX,980
Crockett County,48105,Hillary Clinton,TX,372
Crockett County,48105,Gary Johnson,TX,39
Crockett County,48105,Jill Stein,TX,4
Highland County,51091,Donald Trump,VA,958
Highland County,51091,Hillary Clinton,VA,371
Highland County,51091,Gary Johnson,VA,33
Highland County,51091,Evan McMullin,VA,21
Highland County,51091,Jill Stein,VA,8
Chattahoochee County,13053,Donald Trump,GA,751
Chattahoochee County,13053,Hillary Clinton,GA,594
Chattahoochee County,13053,Gary Johnson,GA,45
Glascock County,13125,Donald Trump,GA,1235
Glascock County,13125,Hillary Clinton,GA,138
Glascock County,13125,Gary Johnson,GA,17
Crane County,48103,Donald Trump,TX,1049
Crane County,48103,Hillary Clinton,TX,299
Crane County,48103,Gary Johnson,TX,28
Crane County,48103,Jill Stein,TX,7
Sheridan County,20179,Donald Trump,KS,1197
Sheridan County,20179,Hillary Clinton,KS,127
Sheridan County,20179,Gary Johnson,KS,38
Sheridan County,20179,Jill Stein,KS,12
Grant County,38037,Donald Trump,ND,1108
Grant County,38037,Hillary Clinton,ND,185
Grant County,38037,Gary Johnson,ND,65
Grant County,38037,Jill Stein,ND,7
Grant County,38037,Darrell Castle,ND,6
Grant County,38037,Rocky De La Fuente,ND,0
Sedgwick County,8115,Donald Trump,CO,1015
Sedgwick County,8115,Hillary Clinton,CO,267
Sedgwick County,8115,Gary Johnson,CO,28
Sedgwick County,8115,Jill Stein,CO,21
Sedgwick County,8115,Evan McMullin,CO,12
Sedgwick County,8115,Darrell Castle,CO,9
Sedgwick County,8115,Chris Keniston,CO,6
Sedgwick County,8115,Mike Smith,CO,2
Sedgwick County,8115,Rocky De La Fuente,CO,1
Sedgwick County,8115,Alyson Kennedy,CO,1
Sedgwick County,8115,Laurence Kotlikoff,CO,1
Sedgwick County,8115,Ryan Scott,CO,1
Sedgwick County,8115,Frank Atwood,CO,0
Sedgwick County,8115,Jim Hedges,CO,0
Sedgwick County,8115,Tom Hoefling,CO,0
Sedgwick County,8115,Kyle Kopitke,CO,0
Sedgwick County,8115,Gloria La Riva,CO,0
Sedgwick County,8115,Bradford Lyttle,CO,0
Sedgwick County,8115,Joseph Maldonado,CO,0
Sedgwick County,8115,Michael Maturen,CO,0
Sedgwick County,8115,Rod Silva,CO,0
Sedgwick County,8115,Emidio Soltysik,CO,0
Kidder County,38043,Donald Trump,ND,1111
Kidder County,38043,Hillary Clinton,ND,179
Kidder County,38043,Gary Johnson,ND,64
Kidder County,38043,Jill Stein,ND,7
Kidder County,38043,Darrell Castle,ND,2
Kidder County,38043,Rocky De La Fuente,ND,1
Chase County,20017,Donald Trump,KS,969
Chase County,20017,Hillary Clinton,KS,316
Chase County,20017,Gary Johnson,KS,45
Chase County,20017,Jill Stein,KS,31
Knox County,48275,Donald Trump,TX,1078
Knox County,48275,Hillary Clinton,TX,247
Knox County,48275,Gary Johnson,TX,28
Knox County,48275,Jill Stein,TX,5
Logan County,20109,Donald Trump,KS,1132
Logan County,20109,Hillary Clinton,KS,149
Logan County,20109,Gary Johnson,KS,47
Logan County,20109,Jill Stein,KS,28
Haskell County,20081,Donald Trump,KS,1040
Haskell County,20081,Hillary Clinton,KS,245
Haskell County,20081,Gary Johnson,KS,41
Haskell County,20081,Jill Stein,KS,22
Upton County,48461,Donald Trump,TX,1007
Upton County,48461,Hillary Clinton,TX,286
Upton County,48461,Gary Johnson,TX,49
Upton County,48461,Jill Stein,TX,3
Gove County,20063,Donald Trump,KS,1140
Gove County,20063,Hillary Clinton,KS,149
Gove County,20063,Gary Johnson,KS,41
Gove County,20063,Jill Stein,KS,13
Potter County,46107,Donald Trump,SD,1071
Potter County,46107,Hillary Clinton,SD,215
Potter County,46107,Gary Johnson,SD,40
Potter County,46107,Darrell Castle,SD,11
Lipscomb County,48295,Donald Trump,TX,1159
Lipscomb County,48295,Hillary Clinton,TX,135
Lipscomb County,48295,Gary Johnson,TX,25
Lipscomb County,48295,Jill Stein,TX,3
Pawnee County,31133,Donald Trump,NE,974
Pawnee County,31133,Hillary Clinton,NE,279
Pawnee County,31133,Gary Johnson,NE,55
Pawnee County,31133,Jill Stein,NE,10
Edwards County,20047,Donald Trump,KS,1037
Edwards County,20047,Hillary Clinton,KS,212
Edwards County,20047,Jill Stein,KS,34
Edwards County,20047,Gary Johnson,KS,33
Frontier County,31063,Donald Trump,NE,1110
Frontier County,31063,Hillary Clinton,NE,161
Frontier County,31063,Gary Johnson,NE,36
Frontier County,31063,Jill Stein,NE,8
Menominee County,55078,Hillary Clinton,WI,1002
Menominee County,55078,Donald Trump,WI,267
Menominee County,55078,Jill Stein,WI,24
Menominee County,55078,Gary Johnson,WI,12
Menominee County,55078,Darrell Castle,WI,3
Menominee County,55078,Rocky De La Fuente,WI,0
Menominee County,55078,Monica Moorehead,WI,0
Kearny County,20093,Donald Trump,KS,1075
Kearny County,20093,Hillary Clinton,KS,174
Kearny County,20093,Gary Johnson,KS,41
Kearny County,20093,Jill Stein,KS,13
Niobrara County,56027,Donald Trump,WY,1116
Niobrara County,56027,Hillary Clinton,WY,115
Niobrara County,56027,Gary Johnson,WY,49
Niobrara County,56027,Darrell Castle,WY,7
Niobrara County,56027,Jill Stein,WY,7
Niobrara County,56027,Rocky De La Fuente,WY,3
Graham County,20065,Donald Trump,KS,1025
Graham County,20065,Hillary Clinton,KS,188
Graham County,20065,Gary Johnson,KS,38
Graham County,20065,Jill Stein,KS,30
Hettinger County,38041,Donald Trump,ND,1050
Hettinger County,38041,Hillary Clinton,ND,168
Hettinger County,38041,Gary Johnson,ND,46
Hettinger County,38041,Darrell Castle,ND,9
Hettinger County,38041,Jill Stein,ND,5
Hettinger County,38041,Rocky De La Fuente,ND,1
Renville County,38075,Donald Trump,ND,993
Renville County,38075,Hillary Clinton,ND,201
Renville County,38075,Gary Johnson,ND,71
Renville County,38075,Darrell Castle,ND,5
Renville County,38075,Jill Stein,ND,4
Renville County,38075,Rocky De La Fuente,ND,0
Clay County,13061,Hillary Clinton,GA,697
Clay County,13061,Donald Trump,GA,566
Clay County,13061,Gary Johnson,GA,8
Elk County,20049,Donald Trump,KS,1048
Elk County,20049,Hillary Clinton,KS,160
Elk County,20049,Gary Johnson,KS,35
Elk County,20049,Jill Stein,KS,16
Dolores County,8033,Donald Trump,CO,944
Dolores County,8033,Hillary Clinton,CO,242
Dolores County,8033,Gary Johnson,CO,31
Dolores County,8033,Jill Stein,CO,13
Dolores County,8033,Evan McMullin,CO,11
Dolores County,8033,Darrell Castle,CO,7
Dolores County,8033,Chris Keniston,CO,2
Dolores County,8033,Frank Atwood,CO,1
Dolores County,8033,Jim Hedges,CO,1
Dolores County,8033,Tom Hoefling,CO,1
Dolores County,8033,Gloria La Riva,CO,1
Dolores County,8033,Bradford Lyttle,CO,1
Dolores County,8033,Rocky De La Fuente,CO,0
Dolores County,8033,Alyson Kennedy,CO,0
Dolores County,8033,Kyle Kopitke,CO,0
Dolores County,8033,Laurence Kotlikoff,CO,0
Dolores County,8033,Joseph Maldonado,CO,0
Dolores County,8033,Michael Maturen,CO,0
Dolores County,8033,Ryan Scott,CO,0
Dolores County,8033,Rod Silva,CO,0
Dolores County,8033,Mike Smith,CO,0
Dolores County,8033,Emidio Soltysik,CO,0
Griggs County,38039,Donald Trump,ND,847
Griggs County,38039,Hillary Clinton,ND,298
Griggs County,38039,Gary Johnson,ND,93
Griggs County,38039,Jill Stein,ND,6
Griggs County,38039,Rocky De La Fuente,ND,2
Griggs County,38039,Darrell Castle,ND,1
Garfield County,53023,Donald Trump,WA,851
Garfield County,53023,Hillary Clinton,WA,279
Garfield County,53023,Gary Johnson,WA,88
Garfield County,53023,Jill Stein,WA,14
Garfield County,53023,Darrell Castle,WA,9
Garfield County,53023,Alyson Kennedy,WA,3
